Hour,Week,Testosterone,LH,FSH
1740,10.36,30.05,10.03,5.02
1741,10.36,30.82,9.92,4.95
1742,10.37,29.68,10.00,5.00
1743,10.38,29.59,10.04,5.03
1744,10.38,30.47,9.85,4.91
1745,10.39,29.92,10.09,5.06
1746,10.39,29.84,10.01,5.01
1747,10.40,28.50,9.79,4.87
1748,10.40,31.00,10.00,5.00
1749,10.41,29.77,9.95,4.97
1750,10.42,30.30,9.94,4.96
1751,10.42,30.23,10.00,5.00
1752,10.43,29.63,9.97,4.98
1753,10.43,29.54,10.06,5.03
1754,10.44,30.16,10.04,5.03
1755,10.45,29.28,10.01,5.01
1756,10.45,30.76,9.95,4.97
1757,10.46,30.67,9.92,4.95
1758,10.46,30.23,10.03,5.02
1759,10.47,30.55,10.03,5.02
1760,10.48,30.36,9.95,4.97
1761,10.48,29.50,9.98,4.99
1762,10.49,29.76,10.06,5.04
1763,10.49,29.93,10.15,5.09
1764,10.50,30.05,9.95,4.97
1765,10.51,30.66,9.94,4.96
1766,10.51,29.96,9.98,4.99
1767,10.52,29.44,10.05,5.03
1768,10.52,30.02,10.04,5.02
1769,10.53,30.62,9.94,4.97
1770,10.54,29.30,9.96,4.98
1771,10.54,29.65,10.00,5.00
1772,10.55,29.69,10.09,5.05
1773,10.55,29.60,9.92,4.95
1774,10.56,30.41,10.09,5.05
1775,10.57,29.96,10.01,5.01
1776,10.57,30.31,10.04,5.03
1777,10.58,31.16,9.99,4.99
1778,10.58,29.89,10.08,5.05
1779,10.59,30.47,10.04,5.02
1780,10.60,29.62,10.02,5.01
1781,10.60,30.54,9.98,4.99
1782,10.61,30.93,10.06,5.04
1783,10.61,28.90,9.98,4.99
1784,10.62,29.21,10.04,5.02
1785,10.62,29.53,9.95,4.97
1786,10.63,29.48,10.07,5.04
1787,10.64,30.75,9.96,4.98
1788,10.64,29.85,10.03,5.02
1789,10.65,31.40,9.96,4.98
1790,10.65,30.26,9.95,4.97
1791,10.66,30.66,9.91,4.94
1792,10.67,29.21,10.11,5.06
1793,10.67,29.17,9.89,4.94
1794,10.68,31.40,10.19,5.11
1795,10.68,30.40,10.02,5.01
1796,10.69,29.61,9.83,4.90
1797,10.70,30.92,10.07,5.04
1798,10.70,29.70,9.99,4.99
1799,10.71,29.70,10.12,5.07
1800,10.71,29.38,9.95,4.97
1801,10.72,30.68,9.99,5.00
1802,10.73,30.29,10.06,5.03
1803,10.73,29.52,10.01,5.00
1804,10.74,30.19,10.01,5.01
1805,10.74,29.18,10.06,5.04
1806,10.75,30.28,10.10,5.06
1807,10.76,29.96,9.98,4.99
1808,10.76,29.32,9.92,4.95
1809,10.77,29.54,9.97,4.98
1810,10.77,29.75,9.88,4.93
1811,10.78,29.97,10.03,5.02
1812,10.79,29.94,9.94,4.96
1813,10.79,30.06,9.86,4.92
1814,10.80,30.04,9.98,4.99
1815,10.80,30.78,9.92,4.95
1816,10.81,31.22,10.07,5.04
1817,10.82,30.27,9.89,4.93
1818,10.82,30.48,10.00,5.00
1819,10.83,29.75,9.88,4.93
1820,10.83,30.28,10.21,5.13
1821,10.84,29.51,10.15,5.09
1822,10.85,29.40,10.06,5.04
1823,10.85,30.94,9.88,4.93
1824,10.86,30.54,10.11,5.06
1825,10.86,30.63,10.01,5.01
1826,10.87,29.86,10.12,5.07
1827,10.88,28.95,10.05,5.03
1828,10.88,30.82,10.07,5.04
1829,10.89,30.04,9.86,4.91
1830,10.89,29.09,9.78,4.87
1831,10.90,30.52,10.02,5.01
1832,10.90,28.71,9.92,4.95
1833,10.91,29.71,10.08,5.05
1834,10.92,29.62,10.03,5.02
1835,10.92,28.54,10.07,5.04
1836,10.93,29.14,9.95,4.97
1837,10.93,30.34,9.85,4.91
1838,10.94,30.68,9.97,4.98
1839,10.95,29.17,10.02,5.01
1840,10.95,30.82,10.16,5.10
1841,10.96,29.02,9.97,4.98
1842,10.96,31.11,9.82,4.89
1843,10.97,29.35,10.05,5.03
1844,10.98,29.50,10.04,5.02
1845,10.98,30.52,9.95,4.97
1846,10.99,30.04,9.99,4.99
1847,10.99,30.30,10.08,5.05
1848,11.00,29.90,26.41,14.84
1849,11.01,29.37,26.10,14.66
1850,11.01,29.10,25.57,14.34
1851,11.02,29.99,25.54,14.32
1852,11.02,29.60,25.55,14.33
1853,11.03,30.35,26.38,14.83
1854,11.04,30.00,26.33,14.80
1855,11.04,29.30,25.71,14.43
1856,11.05,29.36,26.03,14.62
1857,11.05,30.22,26.39,14.83
1858,11.06,29.60,26.50,14.90
1859,11.07,30.39,26.22,14.73
1860,11.07,30.61,25.97,14.58
1861,11.08,31.11,26.10,14.66
1862,11.08,29.62,26.72,15.03
1863,11.09,30.00,26.16,14.69
1864,11.10,30.80,27.00,15.20
1865,11.10,30.49,26.14,14.68
1866,11.11,28.31,26.39,14.83
1867,11.11,30.25,26.67,15.00
1868,11.12,28.95,27.83,15.70
1869,11.12,30.26,26.31,14.79
1870,11.13,30.20,26.64,14.99
1871,11.14,29.23,26.72,15.03
1872,11.14,30.31,27.64,15.58
1873,11.15,30.92,26.66,14.99
1874,11.15,30.08,27.12,15.27
1875,11.16,29.97,26.62,14.97
1876,11.17,28.79,27.42,15.45
1877,11.17,29.60,26.95,15.17
1878,11.18,30.62,27.39,15.43
1879,11.18,29.94,26.42,14.85
1880,11.19,29.84,27.20,15.32
1881,11.20,29.59,27.00,15.20
1882,11.20,30.27,27.75,15.65
1883,11.21,29.30,28.18,15.91
1884,11.21,31.25,27.88,15.73
1885,11.22,31.27,27.71,15.62
1886,11.23,30.24,28.26,15.96
1887,11.23,29.70,27.69,15.61
1888,11.24,29.90,27.68,15.61
1889,11.24,30.01,28.21,15.92
1890,11.25,29.21,27.55,15.53
1891,11.26,30.35,28.25,15.95
1892,11.26,29.32,27.51,15.51
1893,11.27,29.31,28.41,16.05
1894,11.27,30.68,29.39,16.64
1895,11.28,29.16,28.40,16.04
1896,11.29,28.91,28.29,15.97
1897,11.29,29.55,28.12,15.87
1898,11.30,30.81,28.54,16.12
1899,11.30,29.64,28.43,16.06
1900,11.31,29.67,28.35,16.01
1901,11.32,29.15,28.01,15.80
1902,11.32,29.95,28.66,16.19
1903,11.33,29.23,28.80,16.28
1904,11.33,30.22,29.23,16.54
1905,11.34,29.91,28.60,16.16
1906,11.35,29.81,29.21,16.53
1907,11.35,29.96,29.20,16.52
1908,11.36,30.23,28.51,16.11
1909,11.36,29.47,29.38,16.63
1910,11.37,30.02,29.30,16.58
1911,11.38,30.28,29.07,16.44
1912,11.38,29.02,29.55,16.73
1913,11.39,30.61,28.71,16.23
1914,11.39,30.08,28.73,16.24
1915,11.40,28.61,29.64,16.79
1916,11.40,30.02,29.81,16.89
1917,11.41,29.69,29.55,16.73
1918,11.42,29.60,29.25,16.55
1919,11.42,30.03,29.66,16.80
1920,11.43,29.77,30.30,17.18
1921,11.43,30.37,30.41,17.25
1922,11.44,30.29,29.34,16.60
1923,11.45,30.06,29.35,16.61
1924,11.45,29.67,29.70,16.82
1925,11.46,29.44,29.39,16.63
1926,11.46,30.21,30.01,17.00
1927,11.47,30.21,29.31,16.58
1928,11.48,29.68,29.87,16.92
1929,11.48,29.84,30.01,17.00
1930,11.49,30.41,30.52,17.31
1931,11.49,30.98,30.14,17.08
1932,11.50,29.69,31.16,17.70
1933,11.51,29.57,29.54,16.73
1934,11.51,29.86,30.16,17.10
1935,11.52,30.33,29.92,16.95
1936,11.52,30.26,30.06,17.03
1937,11.53,29.63,30.30,17.18
1938,11.54,29.74,30.81,17.49
1939,11.54,30.03,31.85,18.11
1940,11.55,30.60,30.55,17.33
1941,11.55,29.44,31.07,17.64
1942,11.56,30.58,30.81,17.48
1943,11.57,30.06,31.54,17.93
1944,11.57,30.29,30.24,17.15
1945,11.58,29.92,30.94,17.56
1946,11.58,30.54,31.69,18.02
1947,11.59,30.25,31.21,17.73
1948,11.60,30.12,31.83,18.10
1949,11.60,29.87,31.17,17.70
1950,11.61,30.40,30.83,17.50
1951,11.61,29.86,32.39,18.44
1952,11.62,30.28,32.11,18.27
1953,11.62,29.65,32.18,18.31
1954,11.63,30.48,31.58,17.95
1955,11.64,29.72,31.39,17.84
1956,11.64,30.20,31.79,18.07
1957,11.65,29.75,30.93,17.56
1958,11.65,29.70,31.95,18.17
1959,11.66,29.39,33.01,18.80
1960,11.67,30.72,32.45,18.47
1961,11.67,29.29,32.64,18.58
1962,11.68,31.26,32.51,18.51
1963,11.68,30.17,32.05,18.23
1964,11.69,28.85,32.65,18.59
1965,11.70,30.50,32.40,18.44
1966,11.70,29.92,32.18,18.31
1967,11.71,30.82,33.83,19.30
1968,11.71,29.69,32.65,18.59
1969,11.72,29.96,32.83,18.70
1970,11.73,30.39,33.90,19.34
1971,11.73,30.04,31.86,18.11
1972,11.74,30.09,33.22,18.93
1973,11.74,30.41,32.77,18.66
1974,11.75,30.67,32.75,18.65
1975,11.76,29.89,33.09,18.85
1976,11.76,29.48,32.86,18.71
1977,11.77,29.81,33.63,19.18
1978,11.77,29.22,33.42,19.05
1979,11.78,30.18,34.14,19.48
1980,11.79,29.59,33.84,19.31
1981,11.79,29.09,33.61,19.17
1982,11.80,29.89,33.71,19.22
1983,11.80,29.50,33.81,19.28
1984,11.81,30.44,34.58,19.75
1985,11.82,29.26,34.15,19.49
1986,11.82,30.03,33.85,19.31
1987,11.83,29.21,33.73,19.24
1988,11.83,31.40,34.17,19.50
1989,11.84,31.02,34.53,19.72
1990,11.85,30.40,34.68,19.81
1991,11.85,29.23,35.19,20.12
1992,11.86,30.72,34.39,19.63
1993,11.86,30.07,33.85,19.31
1994,11.87,30.77,34.71,19.83
1995,11.88,30.30,34.51,19.70
1996,11.88,30.46,34.69,19.81
1997,11.89,29.04,34.82,19.89
1998,11.89,28.54,35.24,20.14
1999,11.90,30.11,34.24,19.54
2000,11.90,29.45,33.44,19.07
2001,11.91,30.51,34.75,19.85
2002,11.92,30.20,33.83,19.30
2003,11.92,30.45,34.49,19.69
2004,11.93,29.65,34.83,19.90
2005,11.93,28.98,36.25,20.75
2006,11.94,29.80,35.14,20.09
2007,11.95,30.12,35.17,20.10
2008,11.95,31.10,35.35,20.21
2009,11.96,29.77,36.30,20.78
2010,11.96,28.78,34.65,19.79
2011,11.97,30.34,36.03,20.62
2012,11.98,30.27,35.08,20.05
2013,11.98,29.64,36.83,21.10
2014,11.99,29.91,35.69,20.42
2015,11.99,30.57,35.39,20.24
2016,12.00,139.38,35.95,20.57
2017,12.01,137.33,36.71,21.03
2018,12.01,133.78,35.60,20.36
2019,12.02,133.57,36.06,20.64
2020,12.02,133.64,36.91,21.14
2021,12.03,139.20,36.41,20.84
2022,12.04,138.88,36.56,20.93
2023,12.04,134.77,35.41,20.25
2024,12.05,136.86,35.82,20.49
2025,12.05,139.27,36.96,21.18
2026,12.06,140.01,37.02,21.21
2027,12.07,138.16,37.54,21.52
2028,12.07,136.45,38.09,21.86
2029,12.08,137.37,36.37,20.82
2030,12.08,141.44,37.49,21.49
2031,12.09,137.72,35.66,20.40
2032,12.10,143.31,36.57,20.94
2033,12.10,137.59,36.43,20.86
2034,12.11,139.25,37.53,21.52
2035,12.11,141.15,38.72,22.23
2036,12.12,148.85,37.62,21.57
2037,12.12,138.75,36.26,20.76
2038,12.13,140.96,36.94,21.16
2039,12.14,141.49,37.61,21.57
2040,12.14,147.61,37.45,21.47
2041,12.15,141.04,37.71,21.63
2042,12.15,144.14,37.62,21.57
2043,12.16,140.79,36.75,21.05
2044,12.17,146.13,37.63,21.58
2045,12.17,142.97,37.20,21.32
2046,12.18,145.90,39.67,22.80
2047,12.18,139.47,38.28,21.97
2048,12.19,144.65,38.34,22.00
2049,12.20,143.33,37.82,21.69
2050,12.20,148.33,38.11,21.86
2051,12.21,151.18,38.83,22.30
2052,12.21,149.20,39.93,22.96
2053,12.22,148.04,38.17,21.90
2054,12.23,151.75,38.70,22.22
2055,12.23,147.93,38.25,21.95
2056,12.24,147.87,38.75,22.25
2057,12.24,151.37,38.97,22.38
2058,12.25,147.00,38.85,22.31
2059,12.26,151.70,39.56,22.73
2060,12.26,146.76,39.93,22.96
2061,12.27,152.76,39.52,22.71
2062,12.27,159.30,39.42,22.65
2063,12.28,152.64,38.64,22.19
2064,12.29,151.92,40.12,23.07
2065,12.29,150.81,38.38,22.03
2066,12.30,153.58,39.89,22.93
2067,12.30,152.84,39.52,22.71
2068,12.31,152.34,38.85,22.31
2069,12.32,150.04,39.70,22.82
2070,12.32,154.39,39.84,22.90
2071,12.33,155.35,38.96,22.38
2072,12.33,158.22,39.71,22.83
2073,12.34,153.98,39.53,22.72
2074,12.35,158.06,40.52,23.31
2075,12.35,158.02,39.00,22.40
2076,12.36,153.43,40.19,23.11
2077,12.36,159.20,40.19,23.12
2078,12.37,158.68,41.60,23.96
2079,12.38,157.11,41.23,23.74
2080,12.38,160.31,39.50,22.70
2081,12.39,154.76,41.55,23.93
2082,12.39,154.86,40.55,23.33
2083,12.40,160.95,39.96,22.98
2084,12.40,162.09,40.76,23.45
2085,12.41,160.31,39.43,22.66
2086,12.42,158.31,40.44,23.27
2087,12.42,161.08,40.44,23.26
2088,12.43,165.35,41.40,23.84
2089,12.43,166.06,41.92,24.15
2090,12.44,158.92,40.74,23.44
2091,12.45,159.02,40.75,23.45
2092,12.45,161.33,42.51,24.51
2093,12.46,159.26,40.55,23.33
2094,12.46,163.38,41.75,24.05
2095,12.47,158.72,42.80,24.68
2096,12.48,162.46,42.93,24.76
2097,12.48,163.37,41.59,23.95
2098,12.49,166.80,42.22,24.33
2099,12.49,164.25,41.87,24.12
2100,12.50,171.07,40.89,23.53
2101,12.51,160.28,42.41,24.44
2102,12.51,164.41,42.45,24.47
2103,12.52,162.79,42.45,24.47
2104,12.52,163.71,41.74,24.04
2105,12.53,165.35,42.20,24.32
2106,12.54,168.73,43.05,24.83
2107,12.54,175.68,43.75,25.25
2108,12.55,167.02,42.43,24.46
2109,12.55,170.48,42.46,24.48
2110,12.56,168.70,41.28,23.77
2111,12.57,173.61,42.63,24.58
2112,12.57,164.95,43.03,24.82
2113,12.58,169.60,43.18,24.91
2114,12.58,174.61,42.74,24.64
2115,12.59,171.40,43.36,25.02
2116,12.60,175.56,43.03,24.82
2117,12.60,171.16,45.05,26.03
2118,12.61,168.86,44.91,25.94
2119,12.61,179.29,41.45,23.87
2120,12.62,177.41,43.79,25.28
2121,12.62,177.89,43.69,25.21
2122,12.63,173.87,43.19,24.91
2123,12.64,172.62,42.82,24.69
2124,12.64,175.26,43.70,25.22
2125,12.65,169.53,43.42,25.05
2126,12.65,176.32,42.87,24.72
2127,12.66,183.37,44.38,25.63
2128,12.67,179.64,43.71,25.22
2129,12.67,180.91,43.06,24.84
2130,12.68,180.06,44.06,25.44
2131,12.68,176.97,44.21,25.53
2132,12.69,180.98,42.96,24.78
2133,12.70,179.31,44.81,25.89
2134,12.70,177.87,45.87,26.52
2135,12.71,188.87,45.38,26.23
2136,12.71,181.01,45.28,26.17
2137,12.72,182.21,44.73,25.84
2138,12.73,189.36,44.09,25.45
2139,12.73,175.71,44.85,25.91
2140,12.74,184.78,44.67,25.80
2141,12.74,181.83,44.40,25.64
2142,12.75,181.64,44.52,25.71
2143,12.76,183.94,44.93,25.96
2144,12.76,182.38,44.58,25.75
2145,12.77,187.54,45.26,26.16
2146,12.77,186.14,44.62,25.77
2147,12.78,190.94,45.38,26.23
2148,12.79,188.96,45.34,26.21
2149,12.79,187.43,45.75,26.45
2150,12.80,188.05,45.79,26.47
2151,12.80,188.70,45.65,26.39
2152,12.81,193.87,44.96,25.98
2153,12.82,191.00,45.65,26.39
2154,12.82,189.03,45.06,26.04
2155,12.83,188.20,44.60,25.76
2156,12.83,191.10,48.13,27.88
2157,12.84,193.56,46.55,26.93
2158,12.85,194.54,46.49,26.90
2159,12.85,197.96,47.65,27.59
2160,12.86,192.59,45.25,26.15
2161,12.86,189.01,47.43,27.46
2162,12.87,194.74,47.23,27.34
2163,12.88,193.39,45.74,26.44
2164,12.88,194.60,47.59,27.56
2165,12.89,195.49,47.75,27.65
2166,12.89,198.24,46.14,26.69
2167,12.90,191.58,47.21,27.33
2168,12.90,186.28,46.79,27.07
2169,12.91,195.00,47.83,27.70
2170,12.92,188.85,46.96,27.17
2171,12.92,193.25,47.84,27.70
2172,12.93,195.57,47.67,27.60
2173,12.93,205.02,48.51,28.11
2174,12.94,197.63,48.47,28.08
2175,12.95,197.77,47.87,27.72
2176,12.95,198.98,48.07,27.84
2177,12.96,205.30,47.06,27.24
2178,12.96,194.30,47.85,27.71
2179,12.97,203.55,46.86,27.11
2180,12.98,197.22,48.30,27.98
2181,12.98,208.89,47.20,27.32
2182,12.99,201.28,47.03,27.22
2183,12.99,199.29,48.81,28.28
2184,13.00,203.02,47.56,27.54
2185,13.01,208.08,48.71,28.23
2186,13.01,200.65,48.97,28.38
2187,13.02,203.74,49.38,28.63
2188,13.02,209.37,48.88,28.33
2189,13.03,206.05,48.25,27.95
2190,13.04,207.05,48.40,28.04
2191,13.04,199.41,48.34,28.00
2192,13.05,202.14,49.28,28.57
2193,13.05,209.74,48.43,28.06
2194,13.06,210.16,48.21,27.93
2195,13.07,213.60,48.89,28.33
2196,13.07,217.29,49.96,28.98
2197,13.08,205.80,49.07,28.44
2198,13.08,213.26,49.90,28.94
2199,13.09,201.07,48.39,28.03
2200,13.10,207.12,49.78,28.87
2201,13.10,206.17,47.94,27.76
2202,13.11,213.52,49.59,28.75
2203,13.11,221.44,50.30,29.18
2204,13.12,214.16,50.64,29.38
2205,13.12,205.06,48.86,28.32
2206,13.13,209.60,51.66,30.00
2207,13.14,214.09,50.50,29.30
2208,13.14,212.98,50.12,29.07
2209,13.15,214.76,51.73,30.04
2210,13.15,214.15,50.59,29.35
2211,13.16,208.35,48.42,28.05
2212,13.17,214.23,51.27,29.76
2213,13.17,211.32,50.56,29.33
2214,13.18,227.83,50.24,29.14
2215,13.18,218.50,50.20,29.12
2216,13.19,218.94,50.65,29.39
2217,13.20,215.49,51.90,30.14
2218,13.20,217.38,50.91,29.54
2219,13.21,222.17,52.21,30.32
2220,13.21,229.53,53.04,30.82
2221,13.22,217.78,50.30,29.18
2222,13.23,221.36,50.41,29.24
2223,13.23,218.36,51.12,29.67
2224,13.24,221.66,51.30,29.78
2225,13.24,223.11,51.79,30.07
2226,13.25,222.35,52.66,30.60
2227,13.26,227.04,50.15,29.09
2228,13.26,229.52,51.63,29.98
2229,13.27,226.78,51.36,29.82
2230,13.27,226.14,52.70,30.62
2231,13.28,220.96,53.65,31.19
2232,13.29,230.79,51.00,29.60
2233,13.29,219.20,51.17,29.70
2234,13.30,229.25,50.34,29.20
2235,13.30,226.82,52.76,30.65
2236,13.31,222.34,52.52,30.51
2237,13.32,228.00,51.77,30.06
2238,13.32,228.94,51.10,29.66
2239,13.33,223.08,53.20,30.92
2240,13.33,228.10,51.80,30.08
2241,13.34,226.86,52.20,30.32
2242,13.35,233.45,53.18,30.91
2243,13.35,223.32,52.83,30.70
2244,13.36,231.25,51.98,30.19
2245,13.36,231.28,51.37,29.82
2246,13.37,240.69,54.31,31.59
2247,13.38,238.17,52.71,30.63
2248,13.38,226.65,53.27,30.96
2249,13.39,240.36,52.42,30.45
2250,13.39,233.67,52.83,30.70
2251,13.40,229.75,54.55,31.73
2252,13.40,235.05,53.67,31.20
2253,13.41,226.20,52.75,30.65
2254,13.42,232.95,52.86,30.72
2255,13.42,232.91,54.40,31.64
2256,13.43,239.32,54.20,31.52
2257,13.43,242.81,54.08,31.45
2258,13.44,234.91,53.52,31.11
2259,13.45,234.98,52.36,30.42
2260,13.45,246.72,53.71,31.23
2261,13.46,233.65,54.39,31.63
2262,13.46,241.66,54.01,31.41
2263,13.47,248.67,54.26,31.56
2264,13.48,249.50,54.82,31.89
2265,13.48,240.60,55.89,32.54
2266,13.49,244.79,53.56,31.13
2267,13.49,242.44,54.90,31.94
2268,13.50,235.92,54.00,31.40
2269,13.51,246.04,54.62,31.77
2270,13.51,246.35,55.47,32.28
2271,13.52,246.34,54.55,31.73
2272,13.52,241.60,54.69,31.82
2273,13.53,244.67,55.23,32.14
2274,13.54,250.35,54.20,31.52
2275,13.54,254.98,53.97,31.38
2276,13.55,246.18,54.37,31.62
2277,13.55,246.41,53.53,31.12
2278,13.56,238.56,53.81,31.29
2279,13.57,247.51,55.37,32.22
2280,13.57,250.18,57.29,33.38
2281,13.58,251.19,55.05,32.03
2282,13.58,248.25,56.36,32.81
2283,13.59,252.40,55.85,32.51
2284,13.60,250.17,54.50,31.70
2285,13.60,263.70,57.20,33.32
2286,13.61,262.70,53.93,31.36
2287,13.61,239.66,55.04,32.03
2288,13.62,255.28,55.01,32.01
2289,13.62,254.60,55.82,32.49
2290,13.63,251.27,56.48,32.89
2291,13.64,248.78,55.38,32.23
2292,13.64,254.67,55.64,32.38
2293,13.65,252.82,55.90,32.54
2294,13.65,249.13,56.75,33.05
2295,13.66,259.17,56.38,32.83
2296,13.67,254.72,56.09,32.66
2297,13.67,250.43,57.82,33.69
2298,13.68,257.07,57.03,33.22
2299,13.68,258.10,56.23,32.74
2300,13.69,249.76,57.31,33.39
2301,13.70,262.06,57.53,33.52
2302,13.70,269.11,56.92,33.15
2303,13.71,265.88,58.00,33.80
2304,13.71,265.21,57.37,33.42
2305,13.72,261.52,59.04,34.42
2306,13.73,257.27,56.35,32.81
2307,13.73,262.31,57.29,33.37
2308,13.74,261.12,55.22,32.13
2309,13.74,259.35,57.87,33.72
2310,13.75,260.14,56.56,32.93
2311,13.76,262.83,57.99,33.79
2312,13.76,260.51,56.14,32.68
2313,13.77,265.06,56.43,32.86
2314,13.77,260.81,58.03,33.82
2315,13.78,265.88,57.55,33.53
2316,13.79,265.63,57.59,33.55
2317,13.79,268.30,56.27,32.76
2318,13.80,268.60,56.95,33.17
2319,13.80,267.67,57.66,33.59
2320,13.81,263.07,57.89,33.73
2321,13.82,267.64,57.45,33.47
2322,13.82,263.74,58.33,34.00
2323,13.83,260.65,57.92,33.75
2324,13.83,284.20,57.88,33.73
2325,13.84,273.65,58.11,33.87
2326,13.85,273.30,60.23,35.14
2327,13.85,281.03,58.65,34.19
2328,13.86,264.98,59.09,34.45
2329,13.86,279.53,59.47,34.68
2330,13.87,278.17,58.94,34.37
2331,13.88,268.23,57.36,33.42
2332,13.88,280.62,58.62,34.17
2333,13.89,281.66,59.79,34.87
2334,13.89,270.96,58.71,34.23
2335,13.90,278.07,57.59,33.56
2336,13.90,275.25,60.03,35.02
2337,13.91,282.19,60.43,35.26
2338,13.92,276.37,58.17,33.90
2339,13.92,282.25,59.23,34.54
2340,13.93,281.10,58.98,34.39
2341,13.93,286.73,61.52,35.91
2342,13.94,286.45,59.64,34.78
2343,13.95,282.46,60.67,35.40
2344,13.95,283.80,59.23,34.54
2345,13.96,277.10,59.35,34.61
2346,13.96,282.35,59.58,34.75
2347,13.97,275.70,59.12,34.47
2348,13.98,285.35,60.37,35.22
2349,13.98,278.01,59.41,34.65
2350,13.99,276.90,62.95,36.77
2351,13.99,288.71,59.27,34.56
2352,14.00,280.41,60.64,35.38
2353,14.01,288.09,60.92,35.55
2354,14.01,289.79,59.65,34.79
2355,14.02,292.51,59.75,34.85
2356,14.02,289.17,61.07,35.64
2357,14.03,285.00,60.12,35.07
2358,14.04,286.02,61.18,35.71
2359,14.04,285.58,60.69,35.42
2360,14.05,291.84,62.21,36.33
2361,14.05,286.23,62.72,36.63
2362,14.06,284.75,61.10,35.66
2363,14.07,289.27,60.96,35.58
2364,14.07,296.42,61.54,35.92
2365,14.08,290.49,61.77,36.06
2366,14.08,296.00,62.40,36.44
2367,14.09,285.93,60.07,35.04
2368,14.10,295.18,61.99,36.20
2369,14.10,282.94,60.79,35.47
2370,14.11,293.90,61.94,36.17
2371,14.11,298.66,62.23,36.34
2372,14.12,300.91,62.67,36.60
2373,14.12,289.06,61.10,35.66
2374,14.13,307.75,60.99,35.59
2375,14.14,299.99,61.92,36.15
2376,14.14,297.47,61.88,36.13
2377,14.15,308.22,62.70,36.62
2378,14.15,300.57,62.55,36.53
2379,14.16,286.16,61.41,35.85
2380,14.17,305.10,60.81,35.49
2381,14.17,300.39,62.59,36.56
2382,14.18,298.26,63.93,37.36
2383,14.18,298.02,60.24,35.15
2384,14.19,300.97,62.71,36.63
2385,14.20,309.34,63.36,37.02
2386,14.20,302.71,63.06,36.83
2387,14.21,311.38,63.88,37.33
2388,14.21,316.91,62.81,36.68
2389,14.22,298.64,63.37,37.02
2390,14.23,299.37,62.08,36.25
2391,14.23,304.11,61.49,35.89
2392,14.24,305.31,60.71,35.43
2393,14.24,308.59,61.07,35.64
2394,14.25,314.39,62.59,36.56
2395,14.26,297.68,63.57,37.14
2396,14.26,307.50,61.81,36.08
2397,14.27,305.73,63.32,36.99
2398,14.27,314.69,65.80,38.48
2399,14.28,320.98,64.59,37.75
2400,14.29,303.36,62.39,36.44
2401,14.29,304.44,63.92,37.35
2402,14.30,298.90,62.63,36.58
2403,14.30,315.05,61.47,35.88
2404,14.31,313.48,63.80,37.28
2405,14.32,308.43,63.55,37.13
2406,14.32,303.99,61.11,35.67
2407,14.33,318.02,63.03,36.82
2408,14.33,308.64,65.79,38.48
2409,14.34,311.36,63.99,37.39
2410,14.35,317.85,63.54,37.12
2411,14.35,315.56,62.87,36.72
2412,14.36,309.89,64.02,37.41
2413,14.36,305.77,64.20,37.52
2414,14.37,325.41,65.72,38.43
2415,14.38,314.73,63.94,37.37
2416,14.38,318.49,65.35,38.21
2417,14.39,312.82,65.35,38.21
2418,14.39,315.50,63.98,37.39
2419,14.40,327.02,65.30,38.18
2420,14.40,321.15,67.09,39.25
2421,14.41,314.97,65.56,38.34
2422,14.42,315.75,66.74,39.05
2423,14.42,326.01,65.43,38.26
2424,14.43,324.70,63.81,37.29
2425,14.43,323.84,64.59,37.76
2426,14.44,320.11,63.62,37.17
2427,14.45,312.40,65.12,38.07
2428,14.45,321.39,62.85,36.71
2429,14.46,325.94,61.23,35.74
2430,14.46,323.43,65.49,38.29
2431,14.47,325.08,64.63,37.78
2432,14.48,328.82,64.75,37.85
2433,14.48,335.96,64.70,37.82
2434,14.49,320.38,63.88,37.33
2435,14.49,329.35,65.63,38.38
2436,14.50,323.33,65.79,38.47
2437,14.51,327.45,64.16,37.49
2438,14.51,333.15,65.56,38.34
2439,14.52,327.00,66.47,38.88
2440,14.52,327.95,65.80,38.48
2441,14.53,331.52,66.67,39.00
2442,14.54,324.68,67.24,39.35
2443,14.54,323.16,64.56,37.73
2444,14.55,325.77,66.72,39.03
2445,14.55,320.22,66.68,39.01
2446,14.56,322.09,66.72,39.03
2447,14.57,332.44,68.44,40.06
2448,14.57,345.30,67.69,39.61
2449,14.58,330.34,68.98,40.39
2450,14.58,339.05,66.37,38.82
2451,14.59,335.63,65.16,38.09
2452,14.60,326.70,65.98,38.59
2453,14.60,344.65,66.31,38.79
2454,14.61,322.89,65.94,38.57
2455,14.61,330.28,66.14,38.69
2456,14.62,330.07,65.62,38.37
2457,14.62,335.46,66.35,38.81
2458,14.63,339.84,66.83,39.10
2459,14.64,332.55,66.37,38.82
2460,14.64,334.28,66.25,38.75
2461,14.65,336.00,67.84,39.70
2462,14.65,341.65,66.77,39.06
2463,14.66,339.17,68.53,40.12
2464,14.67,337.28,66.87,39.12
2465,14.67,348.81,68.82,40.29
2466,14.68,343.55,67.98,39.79
2467,14.68,338.22,68.29,39.98
2468,14.69,345.41,68.00,39.80
2469,14.70,346.86,69.89,40.93
2470,14.70,342.78,66.36,38.82
2471,14.71,350.03,68.40,40.04
2472,14.71,345.81,69.72,40.83
2473,14.72,356.93,68.57,40.14
2474,14.73,339.02,66.29,38.77
